,Tax Year,County,Municipality,Zip Code,Property Type,Property Count,Avg Land Value,Avg Bldg. Value,Avg Property Value,Prior Year Tax
2687,2019,HUNTERDON,READINGTON TWP, 08833,RESIDENTIAL,241,$144506.64,$302659.75,$447166.39,$13125.16
2688,2019,HUNTERDON,READINGTON TWP, 08853,RESIDENTIAL,189,$142586.24,$248240.21,$390826.46,$11466.40
2692,2019,HUNTERDON,READINGTON TWP, 08887,RESIDENTIAL,301,$52208.31,$113787.71,$165996.01,$4864.20
2693,2019,HUNTERDON,READINGTON TWP, 08889,RESIDENTIAL,2880,$136882.36,$238093.68,$374976.04,$10976.36
2694,2019,HUNTERDON,READINGTON TWP,08870,RESIDENTIAL,1048,$125959.06,$164933.30,$290892.37,$8487.55
2695,2019,HUNTERDON,STOCKTON BORO, 08559,RESIDENTIAL,118,$222069.49,$152820.34,$374889.83,$7798.16
2697,2019,HUNTERDON,TEWKSBURY TWP, 07830,RESIDENTIAL,622,$245668.33,$332588.10,$578256.43,$14715.93
2702,2019,HUNTERDON,TEWKSBURY TWP, 08833,RESIDENTIAL,627,$262512.44,$334360.29,$596872.73,$15194.33
2705,2019,HUNTERDON,TEWKSBURY TWP, 08889,RESIDENTIAL,116,$191423.28,$224679.31,$416102.59,$10535.28
2706,2019,HUNTERDON,TEWKSBURY TWP,07830,RESIDENTIAL,503,$236934.59,$249409.54,$486344.14,$12369.92
2708,2019,HUNTERDON,UNION TWP, 08802,RESIDENTIAL,248,$111597.18,$198752.82,$310350.00,$8478.64
2709,2019,HUNTERDON,UNION TWP, 08809,RESIDENTIAL,458,$39436.03,$140627.95,$180063.97,$4918.49
2711,2019,HUNTERDON,UNION TWP, 08827,RESIDENTIAL,359,$124545.96,$254004.18,$378550.14,$10357.01
2713,2019,HUNTERDON,UNION TWP, 08867,RESIDENTIAL,333,$132832.73,$325422.82,$458255.56,$12554.79
2714,2019,HUNTERDON,UNION TWP,07083,RESIDENTIAL,316,$72804.11,$158450.00,$231254.11,$6422.67
2717,2019,HUNTERDON,WEST AMWELL TWP, 08530,RESIDENTIAL,703,$140176.96,$284529.87,$424706.83,$9290.94
2722,2019,HUNTERDON,WEST AMWELL TWP,07711,RESIDENTIAL,162,$144650.62,$231717.28,$376367.90,$8113.11
2723,2019,MERCER,EAST WINDSOR TWP, 08512,RESIDENTIAL,891,$112860.61,$169087.32,$281947.92,$9178.55
2724,2019,MERCER,EAST WINDSOR TWP, 08520,RESIDENTIAL,5132,$124400.11,$163111.77,$287511.89,$9465.64
2727,2019,MERCER,EAST WINDSOR TWP,08551,RESIDENTIAL,1598,$66375.59,$85994.06,$152369.65,$4958.18
2731,2019,MERCER,EWING TWP, 08560,RESIDENTIAL,127,$92090.55,$212776.38,$304866.93,$10056.07
2733,2019,MERCER,EWING TWP, 08618,RESIDENTIAL,2269,$54611.15,$127698.46,$182309.61,$5981.82
2735,2019,MERCER,EWING TWP, 08628,RESIDENTIAL,2165,$71087.85,$162149.38,$233237.23,$7510.20
2736,2019,MERCER,EWING TWP, 08638,RESIDENTIAL,3237,$59670.47,$134355.58,$194026.04,$6443.50
2746,2019,MERCER,EWING TWP,08560,RESIDENTIAL,2127,$52604.28,$124456.42,$177060.70,$5893.07
2748,2019,MERCER,HAMILTON TWP, 08501,RESIDENTIAL,122,$92389.34,$221040.98,$313430.33,$9814.71
2751,2019,MERCER,HAMILTON TWP, 08609,RESIDENTIAL,434,$25339.86,$81303.46,$106643.32,$3494.80
2752,2019,MERCER,HAMILTON TWP, 08610,RESIDENTIAL,6672,$51870.62,$129144.74,$181015.36,$5824.91
2753,2019,MERCER,HAMILTON TWP, 08611,RESIDENTIAL,139,$27190.65,$107194.96,$134385.61,$4767.65
2754,2019,MERCER,HAMILTON TWP, 08619,RESIDENTIAL,6408,$73300.67,$153938.85,$227239.52,$7032.51
2755,2019,MERCER,HAMILTON TWP, 08620,RESIDENTIAL,3084,$81338.68,$174418.13,$255756.81,$7853.27
2756,2019,MERCER,HAMILTON TWP, 08629,RESIDENTIAL,939,$28983.17,$101468.58,$130451.76,$4210.65
2757,2019,MERCER,HAMILTON TWP, 08690,RESIDENTIAL,6583,$82793.60,$179248.05,$262041.65,$7729.70
2758,2019,MERCER,HAMILTON TWP, 08691,RESIDENTIAL,686,$82490.38,$206539.07,$289029.45,$8646.52
2759,2019,MERCER,HAMILTON TWP,08609,RESIDENTIAL,4038,$48572.73,$113809.82,$162382.55,$5132.35
2763,2019,MERCER,HIGHTSTOWN BORO, 08520,RESIDENTIAL,968,$78554.86,$136786.16,$215255.68,$8942.52
2769,2019,MERCER,HIGHTSTOWN BORO,08520,RESIDENTIAL,320,$80670.31,$131519.69,$212096.88,$8822.02
2770,2019,MERCER,HOPEWELL BORO, 08525,RESIDENTIAL,443,$208686.46,$192060.95,$400747.40,$11681.98
2773,2019,MERCER,HOPEWELL BORO,08525,RESIDENTIAL,189,$222154.81,$191062.12,$413216.93,$12078.95
2775,2019,MERCER,HOPEWELL TWP, 08525,RESIDENTIAL,597,$260589.28,$242236.85,$502826.13,$14431.92
2776,2019,MERCER,HOPEWELL TWP, 08530,RESIDENTIAL,143,$258244.06,$276176.92,$534420.98,$15294.42
2777,2019,MERCER,HOPEWELL TWP, 08534,RESIDENTIAL,3275,$187520.06,$254994.66,$442514.72,$12666.09
2778,2019,MERCER,HOPEWELL TWP, 08540,RESIDENTIAL,269,$328541.26,$434014.87,$762556.13,$21782.63
2783,2019,MERCER,HOPEWELL TWP, 08560,RESIDENTIAL,1011,$216344.81,$226205.74,$442550.54,$12641.27
2788,2019,MERCER,HOPEWELL TWP,08525,RESIDENTIAL,559,$191906.08,$208876.39,$400782.47,$11510.13
2789,2019,MERCER,LAWRENCE TWP, 08540,RESIDENTIAL,439,$222156.49,$438401.59,$660558.09,$19124.11
2796,2019,MERCER,LAWRENCE TWP, 08648,RESIDENTIAL,7169,$84935.90,$193992.43,$278928.33,$7789.58
2800,2019,MERCER,LAWRENCE TWP,08648,RESIDENTIAL,2241,$67765.55,$146605.93,$214371.49,$6013.21
2803,2019,MERCER,PENNINGTON BORO, 08534,RESIDENTIAL,675,$283138.52,$228064.00,$511202.52,$13666.81
2806,2019,MERCER,PENNINGTON BORO,08534,RESIDENTIAL,171,$232297.66,$190877.78,$423175.44,$11405.84
2810,2019,MERCER,PRINCETON, 08540,RESIDENTIAL,5531,$457077.96,$420886.93,$877964.89,$20387.65
2811,2019,MERCER,PRINCETON, 08542,RESIDENTIAL,211,$334429.86,$260555.45,$594985.31,$13676.13
2813,2019,MERCER,PRINCETON,08540,RESIDENTIAL,1320,$388127.95,$308240.98,$696368.94,$15944.81
2817,2019,MERCER,ROBBINSVILLE TWP, 08520,RESIDENTIAL,107,$219087.85,$248788.79,$467876.64,$13850.59
2823,2019,MERCER,ROBBINSVILLE TWP, 08691,RESIDENTIAL,4239,$169723.97,$219349.40,$389073.37,$11425.81
2824,2019,MERCER,ROBBINSVILLE TWP,08691,RESIDENTIAL,635,$125777.17,$145961.73,$271738.90,$8022.00
2837,2019,MERCER,TRENTON CITY, 08609,RESIDENTIAL,899,$7075.19,$43827.47,$50902.67,$2633.02
2838,2019,MERCER,TRENTON CITY, 08610,RESIDENTIAL,573,$16550.79,$53724.96,$70275.74,$3652.11
2839,2019,MERCER,TRENTON CITY, 08611,RESIDENTIAL,2324,$12469.71,$51375.52,$63561.10,$3308.16
2840,2019,MERCER,TRENTON CITY, 08618,RESIDENTIAL,3073,$18336.71,$66499.51,$84784.67,$4469.95
2844,2019,MERCER,TRENTON CITY, 08629,RESIDENTIAL,1182,$15718.27,$53658.38,$69376.65,$3688.67
2845,2019,MERCER,TRENTON CITY, 08638,RESIDENTIAL,1115,$7844.30,$43257.22,$50976.32,$2857.66
2852,2019,MERCER,TRENTON CITY,. 0861,RESIDENTIAL,108,$18646.30,$74164.81,$92811.11,$4934.84
2856,2019,MERCER,TRENTON CITY,08608,RESIDENTIAL,11758,$9931.19,$45723.02,$55472.97,$2940.65
2859,2019,MERCER,WEST WINDSOR TWP, 08540,RESIDENTIAL,1443,$165314.41,$293332.29,$457914.00,$12566.46
2861,2019,MERCER,WEST WINDSOR TWP, 08550,RESIDENTIAL,5505,$236153.91,$330032.97,$564880.38,$15515.83
2867,2019,MERCER,WEST WINDSOR TWP,07205,RESIDENTIAL,1029,$159651.41,$222005.64,$381368.22,$10490.73
2873,2019,MIDDLESEX,CARTERET BORO, 07008,RESIDENTIAL,3268,$104989.50,$140149.88,$245130.20,$6663.57
2885,2019,MIDDLESEX,CARTERET BORO,07008,RESIDENTIAL,1065,$88007.61,$145193.82,$233201.43,$6357.84
2886,2019,MIDDLESEX,CRANBURY TWP, 08512,RESIDENTIAL,1026,$226745.32,$391090.94,$617836.26,$12154.93
2889,2019,MIDDLESEX,CRANBURY TWP,08512,RESIDENTIAL,131,$210363.36,$301297.71,$511661.07,$10059.34
2893,2019,MIDDLESEX,DUNELLEN BORO, 08812,RESIDENTIAL,1425,$106168.63,$177513.40,$283682.04,$8615.09
2896,2019,MIDDLESEX,DUNELLEN BORO,08812,RESIDENTIAL,447,$101593.29,$201946.31,$303539.60,$8920.34
2898,2019,MIDDLESEX,EAST BRUNSWICK TWP, 08816,RESIDENTIAL,13508,$27931.66,$69982.50,$97914.15,$10812.82
2901,2019,MIDDLESEX,EAST BRUNSWICK TWP, 08850,RESIDENTIAL,350,$34458.29,$94850.00,$129308.29,$14494.47
2907,2019,MIDDLESEX,EAST BRUNSWICK TWP,08816,RESIDENTIAL,2067,$19198.55,$43435.17,$62633.72,$6924.64
2911,2019,MIDDLESEX,EDISON TWP, 08817,RESIDENTIAL,8629,$75190.82,$70633.29,$145824.12,$7953.00
2912,2019,MIDDLESEX,EDISON TWP, 08820,RESIDENTIAL,9953,$99529.37,$133327.00,$232856.36,$12477.78
2914,2019,MIDDLESEX,EDISON TWP, 08837,RESIDENTIAL,3019,$75877.77,$79475.16,$155352.93,$8464.06
2917,2019,MIDDLESEX,EDISON TWP,08817,RESIDENTIAL,3849,$65406.78,$71581.11,$136987.89,$7399.19
2920,2019,MIDDLESEX,HELMETTA BORO, 08828,RESIDENTIAL,598,$84341.47,$128764.72,$213106.19,$6476.94
2924,2019,MIDDLESEX,HELMETTA BORO,08828,RESIDENTIAL,174,$76621.26,$106889.08,$183510.34,$5584.72
2928,2019,MIDDLESEX,HIGHLAND PARK BORO, 08904,RESIDENTIAL,2285,$68183.98,$80650.85,$148834.84,$12153.17
2930,2019,MIDDLESEX,HIGHLAND PARK BORO,08904,RESIDENTIAL,763,$59550.33,$71396.85,$130947.18,$10697.30
2931,2019,MIDDLESEX,JAMESBURG BORO, 08831,RESIDENTIAL,992,$40062.20,$85221.37,$125258.37,$7889.35
2933,2019,MIDDLESEX,JAMESBURG BORO,08831,RESIDENTIAL,404,$35931.93,$79968.81,$115900.74,$7299.51
2938,2019,MIDDLESEX,METUCHEN BORO, 08840,RESIDENTIAL,3689,$87338.09,$100692.63,$188030.71,$11171.81
2945,2019,MIDDLESEX,METUCHEN BORO,08840,RESIDENTIAL,621,$74482.61,$88867.95,$163350.56,$9511.31
2951,2019,MIDDLESEX,MIDDLESEX BORO, 08846,RESIDENTIAL,3501,$31655.61,$62666.24,$94321.85,$8350.21
2955,2019,MIDDLESEX,MIDDLESEX BORO,08846,RESIDENTIAL,615,$27544.55,$58871.54,$86416.10,$7645.70
2960,2019,MIDDLESEX,MILLTOWN BORO, 08850,RESIDENTIAL,1536,$73944.08,$91136.13,$165080.21,$9400.38
2964,2019,MIDDLESEX,MILLTOWN BORO,08850,RESIDENTIAL,591,$73118.61,$87882.91,$161001.52,$9159.66
2976,2019,MIDDLESEX,MONROE TWP, 08831,RESIDENTIAL,11310,$147542.78,$271065.44,$418608.21,$10835.67
2984,2019,MIDDLESEX,MONROE TWP,08831,RESIDENTIAL,6595,$50424.02,$89781.82,$140205.84,$3593.51
2985,2019,MIDDLESEX,NEW BRUNSWICK CITY, 08901,RESIDENTIAL,2359,$117820.09,$115891.10,$233700.59,$5501.62
2988,2019,MIDDLESEX,NEW BRUNSWICK CITY,08901,RESIDENTIAL,2967,$129275.77,$171826.59,$301034.95,$7098.16
2999,2019,MIDDLESEX,NORTH BRUNSWICK TWP, 08902,RESIDENTIAL,8092,$53630.33,$112220.95,$165632.92,$9166.93
3004,2019,MIDDLESEX,NORTH BRUNSWICK TWP,08902,RESIDENTIAL,1725,$41500.78,$86817.77,$128263.65,$7074.51
3014,2019,MIDDLESEX,OLD BRIDGE TWP, 07735,RESIDENTIAL,632,$44125.63,$68818.99,$112944.62,$5673.84
3015,2019,MIDDLESEX,OLD BRIDGE TWP, 07747,RESIDENTIAL,3490,$55544.87,$118118.74,$173663.61,$8768.72
3024,2019,MIDDLESEX,OLD BRIDGE TWP, 08857,RESIDENTIAL,10053,$60124.92,$102031.59,$162156.51,$8095.69
3025,2019,MIDDLESEX,OLD BRIDGE TWP, 08859,RESIDENTIAL,682,$51721.85,$76256.89,$127978.74,$6637.95
3032,2019,MIDDLESEX,OLD BRIDGE TWP, 08879,RESIDENTIAL,1759,$44814.95,$78426.78,$123241.73,$6216.73
3033,2019,MIDDLESEX,OLD BRIDGE TWP,08857,RESIDENTIAL,1692,$46769.44,$76832.68,$123602.13,$6209.40
3034,2019,MIDDLESEX,PERTH AMBOY CITY, 08861,RESIDENTIAL,4164,$101465.61,$140131.77,$241597.38,$7114.36
3035,2019,MIDDLESEX,PERTH AMBOY CITY,08861,RESIDENTIAL,2284,$94587.35,$143688.40,$238264.80,$7034.87
3049,2019,MIDDLESEX,PISCATAWAY TWP, 08854,RESIDENTIAL,11848,$166958.52,$168015.13,$334966.31,$7760.10
3060,2019,MIDDLESEX,PISCATAWAY TWP,08854,RESIDENTIAL,1620,$138621.42,$154335.06,$292956.48,$6746.71
3061,2019,MIDDLESEX,PLAINSBORO TWP, 08512,RESIDENTIAL,260,$263232.69,$492882.31,$753640.77,$17229.25
3065,2019,MIDDLESEX,PLAINSBORO TWP, 08536,RESIDENTIAL,3656,$159740.92,$317062.45,$476052.79,$10904.98
3067,2019,MIDDLESEX,PLAINSBORO TWP, 08540,RESIDENTIAL,735,$119399.46,$305254.56,$424654.01,$9689.96
3074,2019,MIDDLESEX,PLAINSBORO TWP,08536,RESIDENTIAL,831,$88473.16,$167571.36,$255959.45,$5853.67
3079,2019,MIDDLESEX,SAYREVILLE BORO, 08859,RESIDENTIAL,4673,$49057.71,$97735.10,$146751.92,$7513.22
3080,2019,MIDDLESEX,SAYREVILLE BORO, 08872,RESIDENTIAL,4414,$47957.66,$100304.87,$148231.17,$7586.56
3081,2019,MIDDLESEX,SAYREVILLE BORO, 08879,RESIDENTIAL,1581,$53181.91,$92103.98,$145234.22,$7413.24
3084,2019,MIDDLESEX,SAYREVILLE BORO,08872,RESIDENTIAL,1248,$43970.59,$81977.96,$125918.03,$6418.45
3091,2019,MIDDLESEX,SOUTH AMBOY CITY, 08879,RESIDENTIAL,1573,$131926.70,$150014.18,$281940.88,$7746.24
3093,2019,MIDDLESEX,SOUTH AMBOY CITY,08879,RESIDENTIAL,770,$121120.78,$137741.43,$258862.21,$7124.04
3101,2019,MIDDLESEX,SOUTH BRUNSWICK TWP, 08512,RESIDENTIAL,264,$55311.36,$166345.83,$221657.20,$10953.59
3103,2019,MIDDLESEX,SOUTH BRUNSWICK TWP, 08540,RESIDENTIAL,985,$85780.20,$139009.24,$224789.44,$11248.26
3109,2019,MIDDLESEX,SOUTH BRUNSWICK TWP, 08810,RESIDENTIAL,1923,$56867.08,$116815.65,$173682.74,$8610.55
3117,2019,MIDDLESEX,SOUTH BRUNSWICK TWP, 08824,RESIDENTIAL,3342,$77810.26,$121578.16,$199388.42,$9956.62
3124,2019,MIDDLESEX,SOUTH BRUNSWICK TWP, 08852,RESIDENTIAL,3868,$65010.01,$136159.13,$201169.13,$9994.42
3134,2019,MIDDLESEX,SOUTH BRUNSWICK TWP,08879,RESIDENTIAL,1580,$60026.52,$80638.67,$140665.19,$6979.42
3136,2019,MIDDLESEX,SOUTH PLAINFIELD BORO, 07080,RESIDENTIAL,5047,$33985.28,$92087.73,$125993.97,$7441.36
3143,2019,MIDDLESEX,SOUTH PLAINFIELD BORO,07060,RESIDENTIAL,937,$31771.72,$78700.20,$110435.93,$6512.40
3154,2019,MIDDLESEX,SOUTH RIVER BORO, 08882,RESIDENTIAL,3459,$22293.38,$62742.87,$85036.25,$6809.57
3160,2019,MIDDLESEX,SOUTH RIVER BORO,08882,RESIDENTIAL,833,$19145.26,$51657.26,$70802.52,$5672.85
3170,2019,MIDDLESEX,SPOTSWOOD BORO, 08884,RESIDENTIAL,1695,$124764.37,$144386.78,$269151.15,$8707.01
3173,2019,MIDDLESEX,SPOTSWOOD BORO,08884,RESIDENTIAL,343,$89594.75,$92696.21,$182290.96,$5911.38
3174,2019,MIDDLESEX,WOODBRIDGE TWP, 07001,RESIDENTIAL,2390,$18672.93,$54129.25,$72802.18,$7612.25
3175,2019,MIDDLESEX,WOODBRIDGE TWP, 07064,RESIDENTIAL,1066,$19536.96,$57166.98,$76703.94,$8492.73
3177,2019,MIDDLESEX,WOODBRIDGE TWP, 07067,RESIDENTIAL,5496,$26464.23,$70077.82,$96542.05,$10203.23
3179,2019,MIDDLESEX,WOODBRIDGE TWP, 07077,RESIDENTIAL,742,$16500.67,$58391.64,$74892.32,$8373.81
3180,2019,MIDDLESEX,WOODBRIDGE TWP, 07095,RESIDENTIAL,4096,$17633.06,$51786.50,$69419.56,$7767.30
3189,2019,MIDDLESEX,WOODBRIDGE TWP, 08830,RESIDENTIAL,4178,$19898.20,$56051.27,$75949.47,$7994.35
3191,2019,MIDDLESEX,WOODBRIDGE TWP, 08832,RESIDENTIAL,216,$13765.28,$50572.22,$64337.50,$7243.85
3192,2019,MIDDLESEX,WOODBRIDGE TWP, 08840,RESIDENTIAL,772,$20979.15,$57556.35,$78535.49,$8258.71
3193,2019,MIDDLESEX,WOODBRIDGE TWP, 08861,RESIDENTIAL,639,$20707.98,$48725.82,$69433.80,$7644.92
3195,2019,MIDDLESEX,WOODBRIDGE TWP, 08863,RESIDENTIAL,3173,$21260.32,$55130.92,$76391.24,$8333.14
3198,2019,MIDDLESEX,WOODBRIDGE TWP,07095,RESIDENTIAL,3616,$17133.66,$50288.55,$67422.21,$7286.05
3203,2019,MONMOUTH,ABERDEEN TWP, 07721,RESIDENTIAL,681,$109602.35,$179044.49,$288646.84,$7823.08
3206,2019,MONMOUTH,ABERDEEN TWP, 07735,RESIDENTIAL,1200,$131443.17,$120329.33,$251653.58,$6731.52
3208,2019,MONMOUTH,ABERDEEN TWP, 07747,RESIDENTIAL,2570,$180486.77,$173967.63,$354444.67,$9432.35
3211,2019,MONMOUTH,ABERDEEN TWP,07747,RESIDENTIAL,1203,$94659.27,$106979.22,$201632.25,$5296.94
3213,2019,MONMOUTH,ALLENHURST BORO,07711,RESIDENTIAL,161,$1324242.24,$721912.42,$2046154.66,$15425.48
3214,2019,MONMOUTH,ALLENTOWN BORO, 08501,RESIDENTIAL,423,$139831.91,$146659.34,$286491.25,$8703.94
3215,2019,MONMOUTH,ALLENTOWN BORO,08501,RESIDENTIAL,155,$150000.00,$152004.52,$302004.52,$9215.98
3218,2019,MONMOUTH,ASBURY PARK CITY, 07712,RESIDENTIAL,1469,$161903.74,$224174.13,$383673.79,$6096.76
3230,2019,MONMOUTH,ASBURY PARK CITY,07712,RESIDENTIAL,1833,$118215.71,$182116.09,$297673.00,$4727.28
3231,2019,MONMOUTH,ATLANTIC HIGHLANDS BORO, 07716,RESIDENTIAL,892,$303200.34,$221628.36,$524579.48,$10070.02
3237,2019,MONMOUTH,ATLANTIC HIGHLANDS BORO,07716,RESIDENTIAL,434,$233003.69,$168387.33,$401166.36,$7675.25
3238,2019,MONMOUTH,AVON BY THE SEA BORO, 07717,RESIDENTIAL,552,$612683.51,$302539.86,$915223.37,$10488.93
3241,2019,MONMOUTH,AVON BY THE SEA BORO,07717,RESIDENTIAL,455,$543183.52,$255923.96,$799107.47,$9162.62
3247,2019,MONMOUTH,BELMAR BORO, 07719,RESIDENTIAL,825,$392919.52,$199832.48,$592270.91,$7300.33
3255,2019,MONMOUTH,BELMAR BORO,07719,RESIDENTIAL,1719,$373544.85,$171513.09,$544789.70,$6710.49
3266,2019,MONMOUTH,BRADLEY BEACH BORO, 07720,RESIDENTIAL,812,$414527.34,$209653.45,$624180.79,$7694.51
3274,2019,MONMOUTH,BRADLEY BEACH BORO,07720,RESIDENTIAL,1004,$414921.51,$192820.22,$607741.73,$7428.05
3279,2019,MONMOUTH,BRIELLE BORO, 08730,RESIDENTIAL,1542,$373973.67,$337406.94,$711380.61,$11465.69
3285,2019,MONMOUTH,BRIELLE BORO,08730,RESIDENTIAL,298,$447852.68,$322303.69,$770156.38,$12450.53
3290,2019,MONMOUTH,COLTS NECK TOWNSHIP, 07722,RESIDENTIAL,2800,$324879.64,$508588.25,$833467.89,$14820.75
3302,2019,MONMOUTH,COLTS NECK TOWNSHIP,07722,RESIDENTIAL,298,$319003.02,$454075.50,$773078.52,$13794.45
3304,2019,MONMOUTH,DEAL BORO, 07723,RESIDENTIAL,198,$1219560.61,$766003.03,$1985563.64,$12744.34
3311,2019,MONMOUTH,DEAL BORO,07723,RESIDENTIAL,636,$1736031.13,$1007364.94,$2743396.07,$17623.79
3312,2019,MONMOUTH,EATONTOWN BORO, 07724,RESIDENTIAL,640,$136923.75,$200649.38,$337495.00,$7464.83
3315,2019,MONMOUTH,EATONTOWN BORO,07724,RESIDENTIAL,409,$150985.82,$159578.97,$310503.67,$6877.15
3317,2019,MONMOUTH,ENGLISHTOWN BORO, 07726,RESIDENTIAL,518,$125228.76,$199119.31,$324348.07,$8005.52
3328,2019,MONMOUTH,FAIR HAVEN BORO, 07704,RESIDENTIAL,1255,$471863.82,$430170.28,$902034.10,$16348.16
3338,2019,MONMOUTH,FAIR HAVEN BORO,07704,RESIDENTIAL,167,$417823.95,$286691.02,$704514.97,$12543.99
3343,2019,MONMOUTH,FARMINGDALE BORO, 07727,RESIDENTIAL,291,$112819.93,$216022.34,$328842.27,$6952.34
3349,2019,MONMOUTH,FREEHOLD BORO, 07728,RESIDENTIAL,1676,$124454.71,$155265.39,$279397.20,$7354.05
3351,2019,MONMOUTH,FREEHOLD BORO,07728,RESIDENTIAL,1000,$94516.00,$132111.00,$226397.00,$6009.34
3354,2019,MONMOUTH,FREEHOLD TWP, 07728,RESIDENTIAL,8547,$137866.67,$318639.46,$456506.13,$9826.81
3364,2019,MONMOUTH,FREEHOLD TWP,07728,RESIDENTIAL,1640,$90269.15,$148933.05,$239202.20,$5109.12
3371,2019,MONMOUTH,HAZLET TWP, 07730,RESIDENTIAL,4934,$182386.68,$159049.68,$341397.43,$8693.12
3374,2019,MONMOUTH,HAZLET TWP, 07734,RESIDENTIAL,868,$140863.36,$134513.02,$275376.38,$6943.71
3385,2019,MONMOUTH,HAZLET TWP,07730,RESIDENTIAL,448,$148450.22,$124685.49,$273135.71,$6944.85
3394,2019,MONMOUTH,HIGHLANDS BORO, 07732,RESIDENTIAL,1022,$116028.08,$151441.00,$267139.24,$7339.71
3402,2019,MONMOUTH,HIGHLANDS BORO,07732,RESIDENTIAL,1184,$92935.98,$122639.36,$215562.67,$5992.07
3415,2019,MONMOUTH,HOLMDEL TWP, 07733,RESIDENTIAL,4960,$319482.42,$368081.81,$687564.23,$13828.35
3421,2019,MONMOUTH,HOLMDEL TWP,07733,RESIDENTIAL,500,$266799.60,$281201.40,$548001.00,$10966.35
3427,2019,MONMOUTH,HOWELL TWP, 07727,RESIDENTIAL,1465,$140784.64,$330138.09,$470922.73,$11024.54
3428,2019,MONMOUTH,HOWELL TWP, 07728,RESIDENTIAL,2281,$143348.01,$269619.82,$412967.82,$9336.29
3430,2019,MONMOUTH,HOWELL TWP, 07731,RESIDENTIAL,8913,$134284.69,$216544.71,$350829.40,$8013.27
3440,2019,MONMOUTH,HOWELL TWP,07731,RESIDENTIAL,2390,$115451.17,$160395.82,$275846.99,$6160.36
3444,2019,MONMOUTH,INTERLAKEN BORO, 07712,RESIDENTIAL,280,$390833.57,$329620.71,$720454.29,$8627.56
3453,2019,MONMOUTH,KEANSBURG BORO, 07734,RESIDENTIAL,1263,$42684.80,$100479.02,$143163.82,$5420.65
3465,2019,MONMOUTH,KEANSBURG BORO,07734,RESIDENTIAL,1270,$39362.44,$80963.39,$120325.83,$4609.79
3470,2019,MONMOUTH,KEYPORT BORO, 07735,RESIDENTIAL,1063,$116111.01,$161547.51,$277644.40,$6892.01
3477,2019,MONMOUTH,KEYPORT BORO,07735,RESIDENTIAL,477,$114945.28,$141350.73,$256296.02,$6402.71
3481,2019,MONMOUTH,LAKE COMO BORO, 07719,RESIDENTIAL,470,$264026.81,$165111.28,$429138.09,$6374.42
3485,2019,MONMOUTH,LAKE COMO BORO,07719,RESIDENTIAL,457,$276458.86,$141838.29,$418297.16,$6252.80
3493,2019,MONMOUTH,LITTLE SILVER BORO, 07739,RESIDENTIAL,1372,$327999.78,$362051.46,$690051.24,$13526.21
3500,2019,MONMOUTH,LITTLE SILVER BORO,07739,RESIDENTIAL,324,$370923.15,$350077.78,$721000.93,$13868.60
3525,2019,MONMOUTH,LONG BRANCH CITY, 07740,RESIDENTIAL,4054,$203290.11,$228824.94,$431754.15,$8795.99
3550,2019,MONMOUTH,LONG BRANCH CITY,07740,RESIDENTIAL,3323,$255656.97,$227214.90,$481620.35,$9876.74
3562,2019,MONMOUTH,MANALAPAN TWP, 07726,RESIDENTIAL,12453,$149503.19,$325003.73,$474506.92,$9390.61
3585,2019,MONMOUTH,MANALAPAN TWP,07726,RESIDENTIAL,1670,$76254.97,$174114.37,$250369.34,$4873.27
3593,2019,MONMOUTH,MANASQUAN BORO, 08736,RESIDENTIAL,1567,$352713.53,$258508.98,$611222.51,$9322.71
3596,2019,MONMOUTH,MANASQUAN BORO,08736,RESIDENTIAL,1307,$441099.62,$213674.87,$654774.48,$9990.27
3601,2019,MONMOUTH,MARLBORO TWP, 07726,RESIDENTIAL,626,$145086.90,$186740.89,$331827.80,$7513.70
3603,2019,MONMOUTH,MARLBORO TWP, 07746,RESIDENTIAL,5161,$196876.75,$319897.56,$516774.31,$11678.68
3605,2019,MONMOUTH,MARLBORO TWP, 07751,RESIDENTIAL,5397,$205516.82,$322476.51,$527993.33,$12021.01
3616,2019,MONMOUTH,MARLBORO TWP,07746,RESIDENTIAL,876,$164131.96,$190561.64,$354693.61,$8104.66
3625,2019,MONMOUTH,MATAWAN BORO, 07747,RESIDENTIAL,1943,$174992.23,$186287.29,$361248.64,$9642.14
3632,2019,MONMOUTH,MATAWAN BORO,07747,RESIDENTIAL,372,$121200.00,$121064.78,$242200.27,$6438.12
3635,2019,MONMOUTH,MIDDLETOWN TWP, 07701,RESIDENTIAL,3990,$228180.23,$231663.48,$459843.71,$9561.17
3636,2019,MONMOUTH,MIDDLETOWN TWP, 07716,RESIDENTIAL,1083,$221849.49,$278802.03,$500651.52,$10370.75
3637,2019,MONMOUTH,MIDDLETOWN TWP, 07718,RESIDENTIAL,1940,$171947.99,$162178.12,$334126.11,$6885.21
3642,2019,MONMOUTH,MIDDLETOWN TWP, 07737,RESIDENTIAL,1290,$174087.36,$189837.05,$363924.42,$7404.65
3643,2019,MONMOUTH,MIDDLETOWN TWP, 07738,RESIDENTIAL,1932,$259064.91,$326615.84,$585680.75,$12363.54
3644,2019,MONMOUTH,MIDDLETOWN TWP, 07748,RESIDENTIAL,8374,$207270.92,$231062.12,$438333.04,$9248.37
3648,2019,MONMOUTH,MIDDLETOWN TWP, 07758,RESIDENTIAL,1462,$141517.78,$179766.42,$321284.20,$6626.62
